icode,brand,name,discount,old_price,price,qty,scraped_at
15477277,巴黎萊雅,紫熨斗撫紋眼霜2入,63折,2678,1688,180,2026-09-10 16:00:02
15512661,巴黎萊雅,金緻護髮油任選3入,69折,1737,1211,238,2026-09-10 16:00:02
15389063,麥雪爾,冰瓷棉刺繡上衣(任選),36折,2680,990,184,2026-09-10 16:00:02
15504248,媚比琳,飛天翹防水睫毛膏2入,74折,938,699,244,2026-09-10 16:00:02
15608997,AmaBios 亞馬生醫,MPE-311激孅粒現16盒+果汁機,46折,25280,11699,100,2026-09-10 16:00:02
15506524,Acer,送包鼠★14吋Ultra 5 AI浮光銀,84折,32900,27900,14,2026-09-10 16:00:02
12618263,Suntory 三得利官方直營,芝麻明 EX 90顆x3罐組(睡眠新日常 護肝健康 取得國家級護肝保健功效項目核可),85折,4800,4080,97,2026-09-10 16:00:02
10523447,醫強,75%酒精液 6桶(4000ml/桶),33折,4500,1499,280,2026-09-10 16:00:02
4811545,亞大T8銀耳,冰糖原味白木耳露150gx24入/箱,49折,2400,1188,186,2026-09-10 16:00:02
13998594,熊貓金黃金金條0.5錢多種款式任選(黃金金條),熊貓金黃金金條0.5錢多種款式任選(黃金金條),9折,10288,9288,19,2026-09-10 16:00:02
11028885,東元,4-5坪一級變頻冷暖空調,66折,26900,17900,14,2026-09-10 16:00:02
9931489,Sofy 蘇菲,多系列護墊 14-17.5cm (共198-392片),49折,900,449,712,2026-09-10 16:00:02
15468165,巴特雷,涼感風扇空調服背心含電池,88折,9500,8399,37,2026-09-10 16:00:02
9709538,大研生醫,淨密樂蔓越莓甘露糖粉包24包X5盒,38折,5625,2150,279,2026-09-10 16:00:02
15625328,SKECHERS,舒適包覆休閒運動鞋 (多款選),56折,3190,1790,131,2026-09-10 16:00:02
15388635,NEW BALANCE,515厚底復古鞋_多款任選,57折,2780,1599,294,2026-09-10 16:00:02
15559309,小米官方旗艦館,掃拖機器人6Pro,79折,25999,20799,39,2026-09-10 16:00:02
15654630,EPSON,LW-C650PK 藍芽櫻花粉標籤機★momo獨家搶先上!,85折,3490,2990,27,2026-09-10 16:00:02
6480933,禾聯,14吋遙控DC風扇 HDF-14A3,4折,2490,999,435,2026-09-10 16:00:02
13634155,OXO,蔬菜脫水器6L/POP長方3件組/不傷鍋矽膠3件組/備料2件組(4選1),4折,2490,999,84,2026-09-10 16:00:02
15553787,Google,Pixel 11 Pro 12G/256G,9折,40889,36990,49,2026-09-10 16:00:02
11208463,SEBAMED,運動沐浴x2入,46折,2040,939,311,2026-09-10 16:00:02
7768493,寵物夢工廠,寵物尿布墊*8包,42折,2000,849,493,2026-09-10 16:00:02
11386883,杏輝,魚油精萃升級版3瓶組,0.9折,10800,999,186,2026-09-10 16:00:02
15535662,台北美福大飯店,下午茶吃到飽,65折,1518,999,0,2026-09-10 16:00:02
15297386,火星猴子,曲奇2盒組(附贈提袋),68折,1300,888,264,2026-09-10 16:00:02
11583891,DR.WU,玻尿酸保濕精華化妝水,5折,1600,800,356,2026-09-10 16:00:02
7954477,卜蜂,即食雞胸肉16片,49折,1500,749,374,2026-09-10 16:00:02
5108885,母子鱷魚,超跑y拖三代拖鞋/男鞋/女鞋(多色),4折,964,388,941,2026-09-10 16:00:02
14818738,伊萊克斯,14L WIFI極適家居700清淨除濕機(兩色任選),58折,18900,11111,79,2026-09-10 16:00:02
10127162,白鴿,洗衣精補包x5+加量x4,46折,1188,549,359,2026-09-10 16:00:02
12490561,家樂氏,早餐麥片纖穀脆任選x4包,57折,1100,629,270,2026-09-10 16:00:02
14383417,Logitech 羅技,ALTO KEYS K98M機械式鍵盤,88折,2690,2390,68,2026-09-10 16:00:02
10950080,台酒生技,黑酵母酒粕青春露5入,28折,4500,1288,224,2026-09-10 16:00:02
