icode,brand,name,discount,old_price,price,qty,scraped_at
15505951,自由適,輕薄心安復健褲/活力褲M-XL 2箱,59折,3358,1998,52,2026-09-07 21:55:01
12569371,Diptyque,淡香精75ml,64折,6500,4199,138,2026-09-07 21:55:01
15226163,九陽,瞬熱RO廚下淨水器,45折,49900,22900,27,2026-09-07 21:55:01
7730773,Arnest,Bellfina鑽石極輕化深型不沾炒鍋28cm,17折,4980,878,415,2026-09-07 21:55:01
11093887,bonson,折疊收納手推車55L,95折,2180,2080,149,2026-09-07 21:55:01
15628801,Samsung 三星,Galaxy S26 FE 6.7吋(8G/256G/Exynos 2500/5000萬鏡頭畫素/AI手機),92折,25900,23900,27,2026-09-07 21:55:01
14833444,mo select,智能除臭殺菌不鏽鋼感應垃圾桶(大容量30L),25折,7980,1999,36,2026-09-07 21:55:01
11918994,杏輝醫藥,蓉憶記膠囊 健字號 30粒/盒 8入,57折,26800,15520,37,2026-09-07 21:55:01
9035380,曼秀雷敦,派卡瑞丁強效防蚊噴霧 60ml 2入+120 ml 1入,7折,1277,899,969,2026-09-07 21:55:01
15559310,小米,掃拖機器人6,79折,19999,15999,41,2026-09-07 21:55:01
14511798,TAKASHIMA 高島,五行美體養生椅,51折,58800,29999,6,2026-09-07 21:55:01
9893947,TOTO,C5除菌溫水洗淨便座,39折,32400,12690,36,2026-09-07 21:55:01
9951826,小潘,鳳凰酥禮盒18入*2盒,78折,1399,1099,183,2026-09-07 21:55:01
14175117,法國皇家,泌尿保健貓飼料10kg,68折,4249,2899,217,2026-09-07 21:55:01
10216476,發現茶,兒茶素綠茶5盒/玄米兒茶素綠茶3盒(任選),53折,2900,1549,177,2026-09-07 21:55:01
15231094,技嘉平台,RTX5060電競機(U5 225F/16G/1TB),86折,32990,28490,10,2026-09-07 21:55:01
12787366,BRITA,5重龍濾水器組(共1機4芯),53折,9250,4980,46,2026-09-07 21:55:01
14958420,ALC,官方旗艦館 i9 Carplay (八核心+128GB),59折,9990,5990,48,2026-09-07 21:55:01
9739955,King-eel 鰻魚大王,蒲燒鰻禮盒4尾(1kg),58折,1880,1099,179,2026-09-07 21:55:01
15520609,東妮寢飾,100%精梳棉兩用被床包枕套組,25折,7960,1999,36,2026-09-07 21:55:01
13427532,Apple,AirPods 4,84折,4980,4190,42,2026-09-07 21:55:01
14022093,CROSS,xZENDAR新品送禮自用★頂級小牛皮質感皮夾 長短夾 皮帶 零錢包(附禮盒提袋 男女中性款),0.5折,29800,1669,176,2026-09-07 21:55:01
14275289,一匙靈,ATTACK洗衣精補充包,78折,750,589,407,2026-09-07 21:55:01
15272511,舒潔,momo獨家☆柔厚韌感三層90抽x48包,46折,1499,699,385,2026-09-07 21:55:01
15587169,Philips 飛利浦,FIT3104B1智發電訓練單車-小野馬Lite(32段阻力/減震坐墊/免插電/飛輪/健身車),52折,18800,9900,30,2026-09-07 21:55:01
13188467,白蘭,動力配方洗碗精4入組,69折,780,539,353,2026-09-07 21:55:01
15425590,蘭蔻,零粉感超持久粉底,6折,3750,2250,130,2026-09-07 21:55:01
14590062,三星,55型QLED智慧顯示器,66折,23900,15900,22,2026-09-07 21:55:01
11275753,海洋拉娜,乳霜60ml 國際航空版,36折,13300,4818,88,2026-09-07 21:55:01
15442743,霓淨思,極透光亮白淡斑精,39折,4050,1599,127,2026-09-07 21:55:01
6902798,快車肉乾,杏仁香脆肉紙X3包132g-145g(口味任選),61折,1050,648,435,2026-09-07 21:55:01
14758247,KOM,矽膠密封/磨砂不鏽鋼兒童雙層隔熱碗3入組(附湯匙+便當袋),31折,3160,999,106,2026-09-07 21:55:01
15378129,SO NATURAL,FIXX定妝噴霧75ml2入,44折,1580,699,246,2026-09-07 21:55:01
9307569,上山採藥,植萃洗髮/沐浴任4入,49折,1800,899,270,2026-09-07 21:55:01
