icode,brand,name,discount,old_price,price,qty,scraped_at
14248688,青鳥旅行,12入經典蛋捲2盒組(附贈提袋),76折,1160,888,436,2026-08-31 20:00:01
12063597,LG 樂金,16公升WiFi變頻除濕機-粉紅 MD161QPK3,7折,19900,14111,35,2026-08-31 20:00:01
15459564,LEGO 樂高,獵魔女團系列72537老虎和喜鵲,7折,2699,1899,90,2026-08-31 20:00:01
14833444,mo select,智能除臭殺菌不鏽鋼感應垃圾桶(大容量30L),25折,7980,1999,45,2026-08-31 20:00:01
12842795,亞培,安素原味 HMB升級配方 237ml x 30入 x2箱(增強體力、HMB、三重優蛋白幫助增肌+護肌、任賢齊代言),82折,5140,4250,199,2026-08-31 20:00:01
15051259,芝初,高鈣黑芝麻粉3罐+3袋分享組,57折,2040,1169,236,2026-08-31 20:00:01
15577682,Samsung 三星,Galaxy Z Flip8 5G 6.9吋(12G/256G/Snapdragon 8 Elite Gen 5/1200萬畫素超廣角/AI手機),89折,38900,34900,29,2026-08-31 20:00:01
15066621,LG,65型4K智慧聯網TV,72折,28900,20900,25,2026-08-31 20:00:01
10222857,EPSON,LW-C610藍牙標籤機★高解析度安心無毒收納推薦,85折,3490,2990,23,2026-08-31 20:00:01
12895047,DV 麗彤生醫,Slender暢快錠二代-專利配方升級版x6瓶,16折,8640,1399,84,2026-08-31 20:00:01
13442804,LUX麗仕,髮的補給洗護髮4入,47折,1700,811,588,2026-08-31 20:00:01
15491080,UWANT,掃地僧多功能刷頭吸塵器,69折,19880,13888,20,2026-08-31 20:00:01
11833395,美博士,專業隔離清爽/潤色防曬4入,36折,5520,1999,137,2026-08-31 20:00:01
10430817,防災多功能手搖緊急發電機照明,防災多功能手搖緊急發電機照明,43折,2299,999,300,2026-08-31 20:00:01
9356143,太和工房,TR55系列運動水壺700ml,67折,1270,859,183,2026-08-31 20:00:01
11724005,ONEHOUSE五開門折疊收納箱4入,ONEHOUSE五開門折疊收納箱4入,45折,3300,1499,194,2026-08-31 20:00:01
11906090,SWAROVSKI 施華洛世奇,缺貨排隊款★璀璨水晶飾品均一價(多款選),36折,5480,1999,71,2026-08-31 20:00:01
9576901,嬌蘭,皇家蜂王乳平衡油50ml,4折,5590,2288,119,2026-08-31 20:00:01
13840692,來復易,防漏安心復健褲S-XL (2箱),65折,3678,2399,988,2026-08-31 20:00:01
6659322,果貿吳媽家水餃,嚐鮮免運任選3盒,51折,1943,999,281,2026-08-31 20:00:01
8990597,倍潔雅,好韌真3層100抽x72包,53折,1500,799,425,2026-08-31 20:00:01
13913204,飛利浦,14.2L抗敏清淨除濕機-DE5306,64折,13990,8999,57,2026-08-31 20:00:01
15022963,Swear 思薇爾,3件組蕾絲包覆無鋼圈內衣,21折,5640,1200,484,2026-08-31 20:00:01
14055209,三星,65型OLED智慧顯示器,85折,54900,46900,21,2026-08-31 20:00:01
