icode,brand,name,discount,old_price,price,qty,scraped_at
14055191,三星,75型QLED智慧顯示器,87折,39900,34900,31,2026-09-06 14:03:01
14671671,大研生醫,德國專利苦瓜胜肽膠囊10入組(600粒),3折,29700,9050,250,2026-09-06 14:03:01
14008859,SHARP 夏普,12公升自動除菌離子除濕機 DW-LT12ST-W,73折,10900,7990,20,2026-09-06 14:03:01
8936619,大研生醫,omega-3 84%德國頂級魚油15入(60粒/入),39折,29700,11680,500,2026-09-06 14:03:01
10689278,SK-II,青春露買330送180,46折,16534,7641,155,2026-09-06 14:03:01
15559553,salomon,XT-EVR 休閒鞋,7折,4280,2999,150,2026-09-06 14:03:01
15609166,麥當勞,3人超值分享餐,73折,542,399,800,2026-09-06 14:03:01
10419093,滿意寶寶,極上呵護輕巧褲L-XL(任選2箱組),73折,3798,2798,500,2026-09-06 14:03:01
14175119,法國皇家,室內貓飼料10kg,72折,3999,2899,256,2026-09-06 14:03:01
10362698,花王,柔舒蒸氣眼罩 72入,55折,2340,1299,230,2026-09-06 14:03:01
13905679,鈦安,萬用鈦砧板(大+中),72折,4100,2980,100,2026-09-06 14:03:01
11103660,每朝健康,無糖綠茶650mlx2箱(共48入),58折,1872,1099,298,2026-09-06 14:03:01
15255189,大研生醫,淨密樂蔓越莓甘露糖粉包24包X10盒,37折,11250,4250,256,2026-09-06 14:03:01
15532704,Samsung 三星,Galaxy Z Fold8 5G 7.6吋(12G/512G/Snapdragon 8 Elite Gen 5/5000萬畫素超廣角/AI手機),87折,65900,57900,30,2026-09-06 14:03:01
15535662,台北美福大飯店,下午茶吃到飽,65折,1518,999,303,2026-09-06 14:03:01
13351861,船井生醫,FIP100纖維粉增量限定版(共240包),34折,19200,6580,50,2026-09-06 14:03:01
14839632,K-SWISS,女款 經典百搭小白鞋,41折,2280,949,300,2026-09-06 14:03:01
15515527,芝初,2026黑芝麻Q潤蛋黃酥禮盒x6盒,57折,6720,3888,120,2026-09-06 14:03:01
14553162,海爾,全新升級!高溫蒸氣織物機,79折,4988,3988,98,2026-09-06 14:03:01
14061783,eufy,mo獨家!E28活水洗地掃拖機,68折,18990,12990,76,2026-09-06 14:03:01
14645688,健康優見,葉黃素軟膠囊10瓶+贈B群x2瓶,21折,9100,1958,109,2026-09-06 14:03:01
13984017,風倍清,廁所芳香劑6入,41折,1197,499,500,2026-09-06 14:03:01
11215702,杏輝醫藥,蓉憶記膠囊 國家健康食品 5入組 (共150粒),58折,16750,9850,39,2026-09-06 14:03:01
14921076,華碩,14吋Core 7輕薄16G,95折,24999,23999,48,2026-09-06 14:03:01
15353915,Philips 飛利浦,RQ910/S716攜帶型旋式電鬍刀,66折,11280,7488,80,2026-09-06 14:03:01
14021165,麗克特,無線循環電風扇,62折,7990,4980,100,2026-09-06 14:03:01
8308369,Samsonite 新秀麗,TECH-ICT BT6 -15/16吋筆電後揹包,59折,2180,1290,120,2026-09-06 14:03:01
14451212,COACH,亞洲版時尚墨鏡均一價；多款任選,67折,5050,3399,100,2026-09-06 14:03:01
11649134,東門興記,手工水餃任選3包,78折,840,657,500,2026-09-06 14:03:01
15273254,Lenovo,i3八核商用16G↘免2萬,86折,22900,19900,20,2026-09-06 14:03:01
12311833,禾聯,7-9坪一級變頻冷暖空調,67折,41500,27900,8,2026-09-06 14:03:01
11690134,國際牌,17公斤變頻洗衣機,78折,23990,18888,68,2026-09-06 14:03:01
14265677,赫蓮娜,PX50黑繃帶乳霜50ml,6折,25866,15750,20,2026-09-06 14:03:01
13892846,愛馬仕,男性淡香水100ml,34折,5150,1799,199,2026-09-06 14:03:01
2871107,3M,健康防蹣枕頭2入組,62折,1590,999,110,2026-09-06 14:03:01
2471656,雅聞倍優,玫瑰洗卸慕絲4入,18折,3500,659,93,2026-09-06 14:03:01
9927579,Munchee貪貪,機能主食罐24入,55折,1800,999,230,2026-09-06 14:03:01
14159603,24HRS,5件組★經典款無感集中內衣,55折,3400,1900,500,2026-09-06 14:03:01
15609453,POCO,POCO F9 Ultra (12G/256G),88折,26999,23999,40,2026-09-06 14:03:01
10860513,快車肉乾,中秋大三元禮盒(附提袋),66折,1210,799,400,2026-09-06 14:03:01
14951103,Branden,品牌旗艦店｜SAFEPLUS輕量安心防盜後背包,75折,3450,2588,145,2026-09-06 14:03:01
14333847,Tefal 特福,煮FUN不沾鍋24CM,33折,2699,899,350,2026-09-06 14:03:01
9164453,立得清,酒精擦濕巾12包,58折,1540,899,398,2026-09-06 14:03:01
12852275,recolte,電動研磨器兩入組,59折,1990,1180,208,2026-09-06 14:03:01
9929266,m2 美度,超能膠原飲8盒囤貨組(64入),37折,13440,5080,500,2026-09-06 14:03:01
15596122,MON’S,美式撞色線條直筒褲 (多色選),43折,1580,688,152,2026-09-06 14:03:01
