icode,brand,name,discount,old_price,price,qty,scraped_at
15285172,Philips 飛利浦,mo獨家HX5070音波牙刷雙入組,41折,8560,3580,138,2026-09-11 13:55:02
15612415,追覓科技,X60 Ultra Extreme AI掃拖旗艦機,47折,62980,29980,27,2026-09-11 13:55:02
15230014,石頭科技,F25 RT GEN 2小白鯊零纏繞洗地機,41折,16800,6999,16,2026-09-11 13:55:02
15687924,Apple,Apple Watch Series 12 GPS 46mm (鋁金屬錶殼搭配運動型錶帶),98折,15790,15499,48,2026-09-11 13:55:02
15633791,星巴克,大杯那堤(兌換冰熱任選),75折,140,105,2,2026-09-11 13:55:02
15688313,Apple,AirPods 5,9折,5080,4588,88,2026-09-11 13:55:02
6303806,艾可,豆腐貓砂7L-6入,36折,1824,669,246,2026-09-11 13:55:02
13992136,歌林,4-5坪一級變頻冷暖空調,61折,25900,15900,18,2026-09-11 13:55:02
12627856,露得清,A醇乳霜50g-2入組,7折,1918,1349,285,2026-09-11 13:55:02
11689147,達摩本草,92% Omega-3 rTG高濃度魚油EX 6入120顆/盒(醫生推薦、金質獎肯定),35折,11400,3990,75,2026-09-11 13:55:02
10958352,好奇,小森林尿布 (好眠褲/好動褲/黏貼型),84折,1699,1435,980,2026-09-11 13:55:02
7389662,大研生醫,視易適葉黃素3入組,41折,5940,2450,128,2026-09-11 13:55:02
14640371,台北喜來登大飯店,下午茶吃到飽,76折,1089,838,352,2026-09-11 13:55:02
14938975,全知讀者視角1-12完,全知讀者視角1-12完,75折,5400,4050,53,2026-09-11 13:55:02
15255953,輝葉良品,八電極智能體脂計 (Miffy聯名款) HYG-P100,36折,7280,2680,27,2026-09-11 13:55:02
14949200,華碩,14吋Core 7商用16G,96折,30999,29999,40,2026-09-11 13:55:02
14377711,JINS,x 鏈鋸人聯名限量眼鏡；多款任選,87折,3980,3488,80,2026-09-11 13:55:02
13258563,白蘭,香氛洗衣球超值組共172顆,55折,1086,599,449,2026-09-11 13:55:02
15531395,TrueLife Hoodie摺疊拖車包3.0 S號,TrueLife Hoodie摺疊拖車包3.0 S號,78折,2390,1880,19,2026-09-11 13:55:02
7177530,ALAI寢飾工場,買1送1 天絲床包枕套組,2折,3960,799,357,2026-09-11 13:55:02
15106212,STANLEY,官方直營 輕滑速吸水壺0.59L,92折,1280,1180,232,2026-09-11 13:55:02
8863167,歐萊德,全系列洗髮精1000ml,68折,1780,1228,166,2026-09-11 13:55:02
7964168,AOTTO,豪華大全配15件組不鏽鋼烤肉架★附收納袋,41折,1980,829,311,2026-09-11 13:55:02
15325354,Samsung 三星,Galaxy S26 Ultra 5G 6.9吋(12G/512G/Snapdragon 8 Elite Gen 5/2億鏡頭畫素/AI手機),96折,43200,41900,26,2026-09-11 13:55:02
13575023,飛利浦,雙重脈衝智慧萬用鍋,64折,16900,10900,40,2026-09-11 13:55:02
10875512,QUAKER 桂格,特濃黑芝麻穀飲/杏仁果燕麥飲237mlx24入,59折,840,499,521,2026-09-11 13:55:02
11006259,禾聯,4-6坪一級冷暖空調,5折,29900,15215,18,2026-09-11 13:55:02
10112878,orionjako,韓國海苔96入組 (麻油/嚴選味付/芥末/照燒風味/明太子風味),62折,1120,699,411,2026-09-11 13:55:02
15114908,Philips 飛利浦,S5880 AI智能電鬍刀,61折,5699,3488,188,2026-09-11 13:55:02
10063303,TRUU,酵母潔顏露2入,41折,4560,1899,149,2026-09-11 13:55:02
14101013,銀穗,親膚設計圖案T恤(多款選),82折,1080,890,241,2026-09-11 13:55:02
14032453,Panasonic 國際牌,12公升雙變頻智能除濕機★獨家奶茶色,6折,19900,11999,38,2026-09-11 13:55:02
